MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
2019-07-11 22:30,1,1,2019-07-12 22:30,0,0.000113334,2019-07-13 22:30,0,9.84E-05
2019-07-12 1:00,2,2,2019-07-13 1:00,0,0.000133319,2019-07-14 1:00,0,0.000153354
2019-07-12 1:00,1,2,2019-07-13 1:00,0,0.000168215,2019-07-14 1:00,0,0.000193493
2019-07-12 5:00,1,2,2019-07-13 5:00,0,0.000185323,2019-07-14 5:00,0,0.000113447
2019-07-12 5:30,2,3,2019-07-13 5:30,0,0.000168485,2019-07-14 5:30,0,0.000133434
2019-07-12 8:00,1,3,2019-07-13 8:00,0,0.000114205,2019-07-14 8:00,0,3.66E-05
2019-07-12 9:30,2,3,2019-07-13 9:30,0,0.000151724,2019-07-14 9:30,0,4.74E-06
2019-07-12 11:30,1,3,2019-07-13 11:30,0,5.00E-05,2019-07-14 11:30,0,2.96E-06
2019-07-12 13:00,2,2,2019-07-13 13:00,0,8.93E-05,2019-07-14 13:00,0,2.78E-178
2019-07-12 13:30,2,2,2019-07-13 13:30,0,0.000181274,2019-07-14 13:30,0,3.31E-178
2019-07-12 14:00,1,3,2019-07-13 14:00,0,4.62E-05,2019-07-14 14:00,0,2.76E-06
2019-07-12 18:00,1,2,2019-07-13 18:00,0,9.96E-281,2019-07-14 18:00,0,4.33E-05
2019-07-13 0:00,1,2,2019-07-14 0:00,0,0.000204922,2019-07-15 0:00,0,9.94E-05
2019-07-13 4:00,2,3,2019-07-14 4:00,0,0.000153936,2019-07-15 4:00,0,6.45E-05
2019-07-13 7:30,2,2,2019-07-14 7:30,0,0.000332742,2019-07-15 7:30,0,4.38E-05
2019-07-13 8:00,2,2,2019-07-14 8:00,0,0.000186688,2019-07-15 8:00,0,5.80E-05
2019-07-13 8:30,2,2,2019-07-14 8:30,0,3.82E-10,2019-07-15 8:30,0,6.31E-05
2019-07-13 9:30,1,2,2019-07-14 9:30,0,8.24E-06,2019-07-15 9:30,0,5.97E-05
2019-07-13 13:30,2,1,2019-07-14 13:30,0,2.89E-178,2019-07-15 13:30,1,0.997335764
2019-07-13 17:30,1,2,2019-07-14 17:30,0,7.99E-06,2019-07-15 17:30,0,4.51E-143
2019-07-13 17:30,2,3,2019-07-14 17:30,0,1.17E-178,2019-07-15 17:30,0,2.23E-05
2019-07-13 22:30,1,2,2019-07-14 22:30,0,3.00E-05,2019-07-15 22:30,0,3.54E-05
2019-07-13 23:30,2,3,2019-07-14 23:30,0,4.14E-05,2019-07-15 23:30,0,6.38E-05
2019-07-14 1:30,1,3,2019-07-15 1:30,0,5.95E-05,2019-07-16 1:30,0,5.13E-05
2019-07-14 2:00,1,3,2019-07-15 2:00,0,5.97E-05,2019-07-16 2:00,0,5.15E-05
2019-07-14 3:30,1,2,2019-07-15 3:30,0,6.82E-05,2019-07-16 3:30,0,0.000168215
2019-07-14 3:30,1,3,2019-07-15 3:30,0,5.02E-05,2019-07-16 3:30,0,0.000113815
2019-07-14 4:30,1,1,2019-07-15 4:30,0,9.26E-05,2019-07-16 4:30,0,0.000184557
2019-07-14 7:30,2,3,2019-07-15 7:30,0,3.32E-05,2019-07-16 7:30,0,5.34E-05
2019-07-14 7:30,1,3,2019-07-15 7:30,0,2.89E-05,2019-07-16 7:30,0,3.91E-05
2019-07-14 7:30,2,1,2019-07-15 7:30,0,3.14E-05,2019-07-16 7:30,0,5.08E-05
2019-07-14 10:30,1,2,2019-07-15 10:30,0,3.94E-05,2019-07-16 10:30,0,3.41E-144
2019-07-14 12:30,2,3,2019-07-15 12:30,0,2.80E-05,2019-07-16 12:30,0,2.96E-178
2019-07-14 20:00,1,3,2019-07-15 20:00,0,5.60E-293,2019-07-16 20:00,0,1.81E-05
2019-07-15 3:30,1,3,2019-07-16 3:30,0,0.000113815,2019-07-17 3:30,0,0.000114205
2019-07-15 3:30,2,2,2019-07-16 3:30,0,0.000133319,2019-07-17 3:30,0,0.000133776
2019-07-15 7:00,2,3,2019-07-16 7:00,0,8.06E-05,2019-07-17 7:00,0,7.56E-05
2019-07-15 7:00,1,3,2019-07-16 7:00,0,6.43E-05,2019-07-17 7:00,0,6.04E-05
2019-07-15 14:00,2,3,2019-07-16 14:00,0,0,2019-07-17 14:00,0,2.21E-178
2019-07-15 14:30,2,1,2019-07-16 14:30,0,0,2019-07-17 14:30,0,1.81E-178
2019-07-15 15:00,1,3,2019-07-16 15:00,0,7.34E-06,2019-07-17 15:00,0,2.79E-06
2019-07-15 19:30,2,2,2019-07-16 19:30,0,2.48E-293,2019-07-17 19:30,0,8.88E-293
2019-07-15 21:00,2,1,2019-07-16 21:00,0,2.33E-05,2019-07-17 21:00,0,6.54E-293
2019-07-15 22:30,1,2,2019-07-16 22:30,0,5.59E-05,2019-07-17 22:30,0,2.68E-05
2019-07-16 2:00,1,2,2019-07-17 2:00,0,0.000168791,2019-07-18 2:00,0,8.06E-05
2019-07-16 4:00,1,1,2019-07-17 4:00,0,0.000185189,2019-07-18 4:00,0,0.000114022
2019-07-16 10:00,1,1,2019-07-17 10:00,0,1.58E-05,2019-07-18 10:00,0,5.97E-06
2019-07-16 13:30,2,1,2019-07-17 13:30,0,5.83E-178,2019-07-18 13:30,0,0
2019-07-16 14:30,2,2,2019-07-17 14:30,0,2.23E-178,2019-07-18 14:30,0,0
2019-07-16 15:00,1,1,2019-07-17 15:00,0,6.26E-06,2019-07-18 15:00,0,0
2019-07-16 17:00,1,1,2019-07-17 17:00,0,0,2019-07-18 17:00,0,3.95E-06
2019-07-16 18:00,1,1,2019-07-17 18:00,0,5.94E-143,2019-07-18 18:00,0,1.05E-05
2019-07-16 18:30,1,1,2019-07-17 18:30,0,3.79E-05,2019-07-18 18:30,0,1.60E-06
2019-07-16 20:00,1,1,2019-07-17 20:00,0,1.11E-292,2019-07-18 20:00,0,6.34E-293
2019-07-17 0:00,2,1,2019-07-18 0:00,0,5.00E-05,2019-07-19 0:00,0,0.000109282
2019-07-17 1:00,2,1,2019-07-18 1:00,0,1.69E-05,2019-07-19 1:00,0,2.35E-05
2019-07-17 5:00,2,2,2019-07-18 5:00,0,6.83E-05,2019-07-19 5:00,0,2.44E-05
2019-07-17 6:00,2,3,2019-07-18 6:00,0,6.89E-05,2019-07-19 6:00,0,4.95E-05
2019-07-17 8:30,2,1,2019-07-18 8:30,0,5.70E-06,2019-07-19 8:30,0,1.63E-178
2019-07-17 9:00,2,2,2019-07-18 9:00,0,6.21E-06,2019-07-19 9:00,0,2.00E-178
2019-07-17 10:00,1,1,2019-07-18 10:00,0,5.97E-06,2019-07-19 10:00,0,6.13E-06
2019-07-17 14:00,1,1,2019-07-18 14:00,0,0,2019-07-19 14:00,0,4.75E-06
2019-07-17 18:00,1,1,2019-07-18 18:00,0,1.05E-05,2019-07-19 18:00,0,1.19E-05
2019-07-17 18:30,2,2,2019-07-18 18:30,0,1.30E-06,2019-07-19 18:30,0,1.20E-05
2019-07-17 21:00,1,2,2019-07-18 21:00,0,4.78E-05,2019-07-19 21:00,0,1.34E-05
2019-07-18 0:30,1,2,2019-07-19 0:30,0,3.46E-05,2019-07-20 0:30,0,1.29E-05
2019-07-18 4:30,1,2,2019-07-19 4:30,0,3.28E-05,2019-07-20 4:30,0,7.10E-06
2019-07-18 6:30,2,1,2019-07-19 6:30,0,9.38E-06,2019-07-20 6:30,0,4.32E-293
2019-07-18 9:30,1,1,2019-07-19 9:30,0,6.13E-06,2019-07-20 9:30,0,4.13E-06
2019-07-18 11:30,1,3,2019-07-19 11:30,0,3.01E-06,2019-07-20 11:30,0,2.11E-06
2019-07-18 13:00,2,2,2019-07-19 13:00,0,0,2019-07-20 13:00,0,1.99E-178
2019-07-18 17:00,1,3,2019-07-19 17:00,0,3.01E-06,2019-07-20 17:00,0,0
2019-07-18 17:00,2,2,2019-07-19 17:00,0,9.33E-06,2019-07-20 17:00,0,2.79E-294
2019-07-18 19:00,2,1,2019-07-19 19:00,0,1.26E-05,2019-07-20 19:00,0,1.82E-06
2019-07-18 19:30,1,3,2019-07-19 19:30,0,6.86E-07,2019-07-20 19:30,0,9.60E-07
2019-07-19 0:00,2,3,2019-07-20 0:00,0,1.75E-42,2019-07-21 0:00,0,1.73E-05
2019-07-19 6:30,1,1,2019-07-20 6:30,0,6.53E-293,2019-07-21 6:30,0,6.16E-05
2019-07-19 16:30,1,3,2019-07-20 16:30,0,4.57E-46,2019-07-21 16:30,0,7.19E-07
2019-07-19 17:30,2,1,2019-07-20 17:30,0,3.34E-294,2019-07-21 17:30,0,2.22E-294
2019-07-19 21:30,1,2,2019-07-20 21:30,0,2.18E-06,2019-07-21 21:30,0,5.99E-05
2019-07-19 22:30,1,1,2019-07-20 22:30,0,2.83E-06,2019-07-21 22:30,0,6.03E-05
2019-07-19 23:00,1,2,2019-07-20 23:00,0,1.85E-05,2019-07-21 23:00,0,4.48E-05
2019-07-20 2:00,1,2,2019-07-21 2:00,0,5.46E-05,2019-07-22 2:00,0,4.58E-05
2019-07-20 3:00,2,3,2019-07-21 3:00,0,3.04E-05,2019-07-22 3:00,0,3.20E-05
2019-07-20 3:30,2,3,2019-07-21 3:30,0,3.04E-05,2019-07-22 3:30,0,3.20E-05
2019-07-20 4:30,2,1,2019-07-21 4:30,0,4.74E-05,2019-07-22 4:30,0,3.15E-05
2019-07-20 6:00,1,1,2019-07-21 6:00,0,6.99E-05,2019-07-22 6:00,0,5.38E-05
2019-07-20 10:00,1,3,2019-07-21 10:00,0,1.13E-74,2019-07-22 10:00,0,1.23E-06
2019-07-20 16:00,2,1,2019-07-21 16:00,0,3.08E-06,2019-07-22 16:00,0,7.38E-06
2019-07-20 20:00,2,2,2019-07-21 20:00,0,5.76E-05,2019-07-22 20:00,0,5.27E-293
2019-07-21 2:30,2,2,2019-07-22 2:30,0,4.83E-05,2019-07-23 2:30,0,6.33E-05
2019-07-21 9:00,2,3,2019-07-22 9:00,0,3.40E-06,2019-07-23 9:00,0,2.23E-06
2019-07-21 10:30,2,3,2019-07-22 10:30,0,3.59E-06,2019-07-23 10:30,0,3.00E-06
2019-07-21 12:00,1,1,2019-07-22 12:00,0,8.44E-06,2019-07-23 12:00,0,5.38E-06
2019-07-21 14:00,2,2,2019-07-22 14:00,0,5.54E-06,2019-07-23 14:00,0,1.99E-178
2019-07-21 14:00,2,1,2019-07-22 14:00,0,3.81E-06,2019-07-23 14:00,0,1.62E-178
2019-07-21 18:30,1,1,2019-07-22 18:30,0,2.57E-06,2019-07-23 18:30,0,2.01E-45
2019-07-21 21:00,2,1,2019-07-22 21:00,0,4.78E-05,2019-07-23 21:00,0,1.89E-06
2019-07-21 22:30,1,1,2019-07-22 22:30,0,8.06E-05,2019-07-23 22:30,0,2.94E-06
2019-07-22 0:00,2,3,2019-07-23 0:00,0,5.26E-05,2019-07-24 0:00,0,1.73E-05
2019-07-22 2:30,2,2,2019-07-23 2:30,0,6.33E-05,2019-07-24 2:30,0,2.32E-05
2019-07-22 4:00,2,1,2019-07-23 4:00,0,4.74E-05,2019-07-24 4:00,0,1.89E-05
2019-07-22 5:00,2,1,2019-07-23 5:00,0,4.32E-05,2019-07-24 5:00,0,1.89E-05
2019-07-22 6:00,2,3,2019-07-23 6:00,0,2.86E-05,2019-07-24 6:00,0,1.04E-05
2019-07-22 10:30,1,3,2019-07-23 10:30,0,2.61E-06,2019-07-24 10:30,0,0.006010879
2019-07-22 11:00,2,2,2019-07-23 11:00,0,5.75E-06,2019-07-24 11:00,0,0.013910267
2019-07-22 13:00,1,1,2019-07-23 13:00,0,5.95E-06,2019-07-24 13:00,0,1.77E-05
2019-07-22 17:00,2,2,2019-07-23 17:00,0,3.09E-178,2019-07-24 17:00,0,3.75E-06
2019-07-23 0:00,1,3,2019-07-24 0:00,0,1.54E-05,2019-07-25 0:00,0,1.76E-05
2019-07-23 2:00,1,1,2019-07-24 2:00,0,2.93E-05,2019-07-25 2:00,0,2.73E-05
2019-07-23 2:30,2,3,2019-07-24 2:30,0,1.12E-05,2019-07-25 2:30,0,1.04E-05
2019-07-23 3:00,2,1,2019-07-24 3:00,0,1.89E-05,2019-07-25 3:00,0,2.11E-06
2019-07-23 4:00,1,2,2019-07-24 4:00,0,2.18E-05,2019-07-25 4:00,0,6.40E-15
2019-07-23 5:30,1,1,2019-07-24 5:30,0,2.74E-05,2019-07-25 5:30,0,1.00E-14
2019-07-23 8:30,2,2,2019-07-24 8:30,0,2.59E-06,2019-07-25 8:30,0,2.04E-07
2019-07-23 9:00,2,3,2019-07-24 9:00,0,1.25E-06,2019-07-25 9:00,0,1.24E-06
2019-07-23 11:00,2,1,2019-07-24 11:00,0,0.011342185,2019-07-25 11:00,0,2.11E-06
2019-07-23 15:00,1,3,2019-07-24 15:00,0,6.85E-07,2019-07-25 15:00,0,1.11E-06
2019-07-23 15:30,2,1,2019-07-24 15:30,0,3.62E-06,2019-07-25 15:30,0,2.11E-06
2019-07-23 17:00,2,1,2019-07-24 17:00,0,3.05E-06,2019-07-25 17:00,0,2.11E-06
2019-07-23 17:30,2,1,2019-07-24 17:30,0,2.09E-06,2019-07-25 17:30,0,2.11E-06
2019-07-23 17:30,2,3,2019-07-24 17:30,0,1.24E-06,2019-07-25 17:30,0,1.24E-06
2019-07-23 20:30,1,3,2019-07-24 20:30,0,1.11E-06,2019-07-25 20:30,0,1.11E-06
2019-07-23 22:00,1,2,2019-07-24 22:00,0,2.43E-06,2019-07-25 22:00,0,2.03E-05
2019-07-24 0:00,2,2,2019-07-25 0:00,0,5.93E-05,2019-07-26 0:00,0,5.93E-05
2019-07-24 0:30,1,2,2019-07-25 0:30,0,2.03E-05,2019-07-26 0:30,0,2.03E-05
2019-07-24 1:30,2,2,2019-07-25 1:30,0,2.16E-05,2019-07-26 1:30,0,2.17E-05
2019-07-24 1:30,1,3,2019-07-25 1:30,0,9.27E-06,2019-07-26 1:30,0,9.29E-06
2019-07-24 4:30,1,1,2019-07-25 4:30,0,1.00E-14,2019-07-26 4:30,0,2.73E-05
2019-07-24 6:30,1,2,2019-07-25 6:30,0,6.42E-15,2019-07-26 6:30,0,2.43E-06
2019-07-24 15:30,1,1,2019-07-25 15:30,0,3.27E-06,2019-07-26 15:30,0,3.27E-06
2019-07-24 19:00,1,3,2019-07-25 19:00,0,1.11E-06,2019-07-26 19:00,0,1.11E-06
2019-07-24 21:30,1,1,2019-07-25 21:30,0,2.73E-05,2019-07-26 21:30,0,2.73E-05
2019-07-24 23:30,1,3,2019-07-25 23:30,0,9.29E-06,2019-07-26 23:30,0,9.96E-06
2019-07-25 2:00,2,1,2019-07-26 2:00,0,1.76E-05,2019-07-27 2:00,0,4.32E-05
2019-07-25 2:30,2,2,2019-07-26 2:30,0,2.17E-05,2019-07-27 2:30,0,5.76E-05
2019-07-25 6:30,1,2,2019-07-26 6:30,0,2.43E-06,2019-07-27 6:30,0,6.75E-06
2019-07-25 12:30,1,3,2019-07-26 12:30,0,9.27E-06,2019-07-27 12:30,0,3.75E-06
2019-07-25 18:30,1,2,2019-07-26 18:30,0,2.43E-06,2019-07-27 18:30,0,8.29E-294
2019-07-25 22:00,2,3,2019-07-26 22:00,0,1.12E-05,2019-07-27 22:00,0,1.24E-06
2019-07-26 0:00,2,1,2019-07-27 0:00,0,0.000131191,2019-07-28 0:00,0,4.96E-06
2019-07-26 1:30,2,1,2019-07-27 1:30,0,4.78E-05,2019-07-28 1:30,0,2.11E-06
2019-07-26 3:30,2,1,2019-07-27 3:30,0,4.32E-05,2019-07-28 3:30,0,2.10E-06
2019-07-26 6:00,1,3,2019-07-27 6:00,0,2.36E-05,2019-07-28 6:00,0,9.27E-06
2019-07-26 7:30,2,1,2019-07-27 7:30,0,0.011342185,2019-07-28 7:30,0,1.76E-05
2019-07-26 9:00,2,1,2019-07-27 9:00,0,0.011342185,2019-07-28 9:00,0,1.76E-05
2019-07-26 11:30,1,1,2019-07-27 11:30,0,1.76E-05,2019-07-28 11:30,0,0.017505422
2019-07-26 16:30,1,2,2019-07-27 16:30,0,2.60E-06,2019-07-28 16:30,0,2.42E-06
2019-07-26 18:00,1,3,2019-07-27 18:00,0,1.38E-294,2019-07-28 18:00,0,1.12E-06
2019-07-26 22:30,2,1,2019-07-27 22:30,0,2.11E-06,2019-07-28 22:30,0,2.10E-06
2019-07-27 5:30,1,2,2019-07-28 5:30,0,2.42E-06,2019-07-29 5:30,0,3.75E-06
2019-07-27 6:00,1,3,2019-07-28 6:00,0,9.27E-06,2019-07-29 6:00,0,1.25E-06
2019-07-27 12:00,2,2,2019-07-28 12:00,0,0.013910267,2019-07-29 12:00,0,1.01E-05
2019-07-27 17:00,1,2,2019-07-28 17:00,0,0.013062835,2019-07-29 17:00,0,2.52E-06
2019-07-27 22:00,2,2,2019-07-28 22:00,0,2.58E-06,2019-07-29 22:00,0,0.013910267
2019-07-27 23:30,1,2,2019-07-28 23:30,0,2.42E-06,2019-07-29 23:30,0,2.42E-06
2019-07-27 23:30,1,1,2019-07-28 23:30,0,3.26E-06,2019-07-29 23:30,0,3.26E-06
2019-07-28 5:00,1,3,2019-07-29 5:00,0,2.01E-293,2019-07-30 5:00,0,1.12E-06
2019-07-28 8:00,2,2,2019-07-29 8:00,0,1.64E-05,2019-07-30 8:00,0,5.19E-06
2019-07-28 13:00,2,2,2019-07-29 13:00,0,1.20E-05,2019-07-30 13:00,0,1.55E-05
2019-07-28 13:30,1,2,2019-07-29 13:30,0,9.97E-06,2019-07-30 13:30,0,2.52E-06
2019-07-28 17:00,1,1,2019-07-29 17:00,0,3.25E-06,2019-07-30 17:00,0,3.37E-06
2019-07-28 17:30,1,3,2019-07-29 17:30,0,7.38E-07,2019-07-30 17:30,0,1.14E-06
2019-07-28 21:00,2,3,2019-07-29 21:00,0,3.77E-294,2019-07-30 21:00,0,1.36E-06
2019-07-28 21:30,2,1,2019-07-29 21:30,0,3.10E-06,2019-07-30 21:30,0,2.30E-06
2019-07-29 0:00,1,2,2019-07-30 0:00,0,5.44E-06,2019-07-31 0:00,0,4.92E-06
2019-07-29 3:00,2,1,2019-07-30 3:00,0,2.12E-06,2019-07-31 3:00,0,2.11E-06
2019-07-29 4:30,1,2,2019-07-30 4:30,0,2.39E-06,2019-07-31 4:30,0,2.43E-06
2019-07-29 6:00,1,1,2019-07-30 6:00,0,3.30E-06,2019-07-31 6:00,0,0.017505422
2019-07-29 8:30,2,2,2019-07-30 8:30,0,1.66E-05,2019-07-31 8:30,0,2.58E-06
2019-07-29 12:00,2,2,2019-07-30 12:00,0,1.43E-05,2019-07-31 12:00,0,0.013910267
2019-07-29 12:30,1,1,2019-07-30 12:30,0,1.61E-05,2019-07-31 12:30,0,0.017505422
2019-07-29 13:30,1,3,2019-07-30 13:30,0,7.16E-07,2019-07-31 13:30,0,0.006010879
2019-07-29 16:30,1,2,2019-07-30 16:30,0,2.50E-06,2019-07-31 16:30,0,2.78E-06
2019-07-29 19:00,1,1,2019-07-30 19:00,0,3.21E-06,2019-07-31 19:00,0,3.27E-06
2019-07-29 20:00,2,3,2019-07-30 20:00,0,1.25E-06,2019-07-31 20:00,0,1.24E-06
2019-07-29 20:30,1,2,2019-07-30 20:30,0,2.65E-06,2019-07-31 20:30,0,2.43E-06
2019-07-29 21:00,1,2,2019-07-30 21:00,0,2.65E-06,2019-07-31 21:00,0,2.43E-06
2019-07-30 0:30,1,3,2019-07-31 0:30,0,1.21E-06,2019-08-01 0:30,0,1.11E-06
2019-07-30 4:30,1,1,2019-07-31 4:30,0,3.27E-06,2019-08-01 4:30,0,2.73E-05
2019-07-30 8:00,1,2,2019-07-31 8:00,0,2.42E-06,2019-08-01 8:00,0,0.013062835
2019-07-30 14:30,2,1,2019-07-31 14:30,0,0.01226052,2019-08-01 14:30,0,5.94E-06
2019-07-30 18:00,2,2,2019-07-31 18:00,0,2.53E-06,2019-08-01 18:00,0,0
2019-07-30 18:30,1,3,2019-07-31 18:30,0,1.12E-06,2019-08-01 18:30,0,1.19E-16
2019-07-30 20:30,2,2,2019-07-31 20:30,0,2.59E-06,2019-08-01 20:30,0,6.06E-16
2019-07-31 2:30,2,2,2019-08-01 2:30,0,2.59E-06,2019-08-02 2:30,0,1.41E-12
2019-07-31 3:30,2,2,2019-08-01 3:30,0,2.16E-05,2019-08-02 3:30,0,1.41E-12
2019-07-31 3:30,2,3,2019-08-01 3:30,0,1.04E-05,2019-08-02 3:30,0,6.62E-16
2019-07-31 5:00,1,2,2019-08-01 5:00,0,2.03E-05,2019-08-02 5:00,0,4.21E-14
2019-07-31 6:30,1,3,2019-08-01 6:30,0,1.11E-06,2019-08-02 6:30,0,1.25E-16
2019-07-31 7:00,2,3,2019-08-01 7:00,0,1.24E-06,2019-08-02 7:00,0,7.62E-13
2019-07-31 8:30,2,1,2019-08-01 8:30,0,2.12E-06,2019-08-02 8:30,0,0
2019-07-31 8:30,1,1,2019-08-01 8:30,0,3.30E-06,2019-08-02 8:30,0,0
2019-07-31 9:00,1,1,2019-08-01 9:00,0,4.83E-06,2019-08-02 9:00,0,3.87E-06
2019-07-31 11:30,2,2,2019-08-01 11:30,0,5.68E-06,2019-08-02 11:30,0,5.67E-178
2019-07-31 19:00,1,3,2019-08-01 19:00,0,1.09E-16,2019-08-02 19:00,0,1.08E-16
2019-07-31 20:00,1,1,2019-08-01 20:00,0,0,2019-08-02 20:00,0,3.45E-13
2019-07-31 21:30,2,3,2019-08-01 21:30,0,1.41E-16,2019-08-02 21:30,0,1.01E-15
2019-07-31 22:30,1,2,2019-08-01 22:30,0,6.40E-15,2019-08-02 22:30,0,2.74E-13
2019-08-01 7:00,1,1,2019-08-02 7:00,0,0,2019-08-03 7:00,0,3.42E-272
2019-08-01 10:00,1,2,2019-08-02 10:00,0,8.71E-06,2019-08-03 10:00,0,1.42E-05
2019-08-01 14:00,1,2,2019-08-02 14:00,0,4.69E-06,2019-08-03 14:00,0,0
2019-08-01 15:30,1,3,2019-08-02 15:30,0,3.45E-06,2019-08-03 15:30,0,3.15E-06
2019-08-01 18:00,2,1,2019-08-02 18:00,0,0,2019-08-03 18:00,0,1.55E-178
2019-08-01 18:30,2,1,2019-08-02 18:30,0,0,2019-08-03 18:30,0,2.98E-178
2019-08-01 19:30,2,1,2019-08-02 19:30,0,1.41E-274,2019-08-03 19:30,0,9.85E-265
2019-08-01 20:30,1,3,2019-08-02 20:30,0,8.40E-16,2019-08-03 20:30,0,7.53E-16
2019-08-02 0:00,2,2,2019-08-03 0:00,0,8.75E-15,2019-08-04 0:00,0,5.98E-15
2019-08-02 6:00,1,3,2019-08-03 6:00,0,2.83E-15,2019-08-04 6:00,0,2.63E-15
2019-08-02 12:30,2,2,2019-08-03 12:30,0,4.01E-178,2019-08-04 12:30,0,5.69E-178
2019-08-02 16:30,2,1,2019-08-03 16:30,0,3.64E-06,2019-08-04 16:30,0,0
2019-08-02 23:00,1,2,2019-08-03 23:00,0,2.02E-13,2019-08-04 23:00,0,2.17E-13
2019-08-03 5:30,2,1,2019-08-04 5:30,0,7.06E-15,2019-08-05 5:30,0,4.30E-15
2019-08-03 7:00,1,3,2019-08-04 7:00,0,5.09E-09,2019-08-05 7:00,0,8.74E-16
2019-08-03 9:00,2,2,2019-08-04 9:00,0,5.68E-06,2019-08-05 9:00,0,4.66E-06
2019-08-03 10:30,2,2,2019-08-04 10:30,0,1.13E-178,2019-08-05 10:30,0,5.35E-178
2019-08-03 10:30,1,1,2019-08-04 10:30,0,3.55E-06,2019-08-05 10:30,0,1.68E-05
2019-08-03 13:30,1,3,2019-08-04 13:30,0,7.37E-07,2019-08-05 13:30,0,3.01E-06
2019-08-03 16:30,2,1,2019-08-04 16:30,0,0,2019-08-05 16:30,0,7.04E-178
2019-08-03 18:30,1,2,2019-08-04 18:30,0,0.000215018,2019-08-05 18:30,0,3.10E-294
2019-08-03 20:30,2,1,2019-08-04 20:30,0,2.37E-15,2019-08-05 20:30,0,1.52E-300
2019-08-03 21:30,2,2,2019-08-04 21:30,0,4.35E-15,2019-08-05 21:30,0,5.08E-16
2019-08-03 23:30,1,1,2019-08-04 23:30,0,2.18E-14,2019-08-05 23:30,0,3.11E-12
2019-08-04 0:00,2,1,2019-08-05 0:00,0,3.62E-15,2019-08-06 0:00,0,3.57E-15
2019-08-04 1:00,2,1,2019-08-05 1:00,0,4.69E-15,2019-08-06 1:00,0,2.37E-15
2019-08-04 1:30,1,2,2019-08-05 1:30,0,1.75E-13,2019-08-06 1:30,0,2.64E-13
2019-08-04 3:30,1,1,2019-08-05 3:30,0,6.53E-13,2019-08-06 3:30,0,4.29E-13
2019-08-04 6:30,1,1,2019-08-05 6:30,0,1.13E-12,2019-08-06 6:30,0,5.57E-06
2019-08-04 6:30,2,3,2019-08-05 6:30,0,2.78E-15,2019-08-06 6:30,0,1.37E-06
2019-08-04 7:00,2,2,2019-08-05 7:00,0,4.21E-15,2019-08-06 7:00,0,8.95E-06
2019-08-04 8:30,1,2,2019-08-05 8:30,0,1.39E-06,2019-08-06 8:30,0,0
2019-08-04 14:00,1,2,2019-08-05 14:00,0,3.35E-06,2019-08-06 14:00,0,0
2019-08-04 15:00,2,2,2019-08-05 15:00,0,0,2019-08-06 15:00,0,0
2019-08-04 16:00,1,3,2019-08-05 16:00,0,2.70E-06,2019-08-06 16:00,0,0
2019-08-04 16:00,1,1,2019-08-05 16:00,0,1.06E-05,2019-08-06 16:00,0,0
2019-08-04 18:30,1,1,2019-08-05 18:30,0,0,2019-08-06 18:30,0,0
2019-08-04 21:00,2,2,2019-08-05 21:00,0,5.08E-16,2019-08-06 21:00,0,1.94E-188
2019-08-04 21:00,2,3,2019-08-05 21:00,0,1.18E-16,2019-08-06 21:00,0,5.40E-189
2019-08-04 21:00,1,1,2019-08-05 21:00,0,2.76E-307,2019-08-06 21:00,0,0
2019-08-05 5:00,1,1,2019-08-06 5:00,0,1.08E-14,2019-08-07 5:00,0,3.53E-12
2019-08-05 5:30,1,1,2019-08-06 5:30,0,3.23E-302,2019-08-07 5:30,0,2.23E-262
2019-08-05 9:00,2,3,2019-08-06 9:00,0,0,2019-08-07 9:00,0,1.59E-178
2019-08-06 2:30,1,2,2019-08-07 2:30,0,1.99E-06,2019-08-08 2:30,0,6.88E-15
2019-08-06 4:00,1,1,2019-08-07 4:00,0,2.47E-12,2019-08-08 4:00,0,1.08E-14
2019-08-06 9:00,1,3,2019-08-07 9:00,0,3.62E-06,2019-08-08 9:00,0,2.71E-06
2019-08-07 8:30,2,2,2019-08-08 8:30,0,3.42E-06,2019-08-09 8:30,0,5.23E-06
2019-08-08 1:30,2,1,2019-08-09 1:30,0,2.96E-15,2019-08-10 1:30,0,2.73E-15
2019-08-08 5:00,2,1,2019-08-09 5:00,0,2.59E-15,2019-08-10 5:00,0,2.73E-15
2019-08-08 7:30,2,3,2019-08-09 7:30,0,2.18E-06,2019-08-10 7:30,0,5.34E-09
2019-08-08 10:30,2,2,2019-08-09 10:30,0,5.90E-178,2019-08-10 10:30,0,2.20E-178
2019-08-08 11:00,1,3,2019-08-09 11:00,0,3.39E-06,2019-08-10 11:00,0,2.17E-06
2019-08-08 13:00,2,1,2019-08-09 13:00,0,0,2019-08-10 13:00,0,0
2019-08-08 17:30,1,1,2019-08-09 17:30,0,3.94E-294,2019-08-10 17:30,0,0
2019-08-08 18:30,2,2,2019-08-09 18:30,0,0,2019-08-10 18:30,0,2.31E-178
2019-08-08 20:30,1,3,2019-08-09 20:30,0,7.53E-16,2019-08-10 20:30,0,2.64E-06
2019-08-08 22:30,2,2,2019-08-09 22:30,0,4.52E-15,2019-08-10 22:30,0,4.27E-178
