MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
2019-06-06 13:00,2,3,2019-06-07 13:00,0,0.424049912,2019-06-08 13:00,0,0.222565386
2019-06-06 16:00,1,3,2019-06-07 16:00,0,0.43232459,2019-06-08 16:00,0,0.235190803
2019-06-06 19:30,2,2,2019-06-07 19:30,0,0.222565386,2019-06-08 19:30,0,0.384734999
2019-06-06 19:30,2,1,2019-06-07 19:30,0,0.226898184,2019-06-08 19:30,0,0.390638517
2019-06-06 22:30,1,2,2019-06-07 22:30,0,0.427061525,2019-06-08 22:30,0,0.231349575
2019-06-06 22:30,2,1,2019-06-07 22:30,0,0.440052145,2019-06-08 22:30,0,0.385538275
2019-06-07 1:30,2,3,2019-06-08 1:30,0,0.417721168,2019-06-09 1:30,0,0.381149256
2019-06-07 5:00,2,1,2019-06-08 5:00,0,0.24669435,2019-06-09 5:00,0,0.380464201
2019-06-07 5:30,2,1,2019-06-08 5:30,0,0.39612465,2019-06-09 5:30,0,0.402254318
2019-06-07 13:30,1,1,2019-06-08 13:30,0,0.239693608,2019-06-09 13:30,0,0.239693608
2019-06-07 15:30,1,3,2019-06-08 15:30,0,0.235190803,2019-06-09 15:30,0,0.43232459
2019-06-07 16:00,2,2,2019-06-08 16:00,0,0.232982037,2019-06-09 16:00,0,0.232982037
2019-06-07 16:30,2,1,2019-06-08 16:30,0,0.237455684,2019-06-09 16:30,0,0.385538275
2019-06-07 17:30,2,2,2019-06-08 17:30,0,0.232982037,2019-06-09 17:30,0,0.407046091
2019-06-07 18:30,1,2,2019-06-08 18:30,0,0.235190803,2019-06-09 18:30,0,0.240393283
2019-06-08 0:30,1,2,2019-06-09 0:30,0,0.402426268,2019-06-10 0:30,0,0.402426268
2019-06-08 2:00,1,1,2019-06-09 2:00,0,0.408421048,2019-06-10 2:00,0,0.234325738
2019-06-08 8:00,2,1,2019-06-09 8:00,0,0.407429068,2019-06-10 8:00,0,0.402689723
2019-06-08 8:30,1,2,2019-06-09 8:30,0,0.427062722,2019-06-10 8:30,0,0.436048598
2019-06-08 12:00,2,3,2019-06-09 12:00,0,0.238935182,2019-06-10 12:00,0,0.250069656
2019-06-08 15:30,1,2,2019-06-09 15:30,0,0.43232459,2019-06-10 15:30,0,0.252387114
2019-06-08 19:00,2,3,2019-06-09 19:00,0,0.229166074,2019-06-10 19:00,0,0.21887135
2019-06-08 20:30,1,1,2019-06-09 20:30,0,0.235801513,2019-06-10 20:30,0,0.235801513
2019-06-08 21:30,1,2,2019-06-09 21:30,0,0.411333963,2019-06-10 21:30,0,0.38937239
2019-06-09 5:30,1,1,2019-06-10 5:30,0,0.390180373,2019-06-11 5:30,0,0.231954208
2019-06-09 13:00,1,2,2019-06-10 13:00,0,0.252387114,2019-06-11 13:00,0,0.252387114
2019-06-09 16:30,1,2,2019-06-10 16:30,0,0.248356232,2019-06-11 16:30,0,0.252387114
2019-06-09 23:30,2,1,2019-06-10 23:30,0,0.424200385,2019-06-11 23:30,0,0.40786507
2019-06-10 0:30,1,3,2019-06-11 0:30,0,0.402426268,2019-06-12 0:30,0,0.425054529
2019-06-10 15:30,2,1,2019-06-11 15:30,0,0.242692366,2019-06-12 15:30,0,0.237455684
2019-06-10 17:00,1,3,2019-06-11 17:00,0,0.248356232,2019-06-12 17:00,0,0.235190803
2019-06-10 17:00,2,2,2019-06-11 17:00,0,0.250069656,2019-06-12 17:00,0,0.222565386
2019-06-10 22:00,2,3,2019-06-11 22:00,0,0.246063604,2019-06-12 22:00,0,0.229166074
2019-06-10 23:30,1,2,2019-06-11 23:30,0,0.404837726,2019-06-12 23:30,0,0.404837726
2019-06-11 1:00,2,1,2019-06-12 1:00,0,0.405884378,2019-06-13 1:00,0,0.423782211
2019-06-11 2:30,1,2,2019-06-12 2:30,0,0.246827262,2019-06-13 2:30,0,0.425054529
2019-06-11 4:30,1,2,2019-06-12 4:30,0,0.399674865,2019-06-13 4:30,0,0.232638203
2019-06-11 5:30,1,1,2019-06-12 5:30,0,0.237107289,2019-06-13 5:30,0,0.231954208
2019-06-11 7:00,1,1,2019-06-12 7:00,0,0.231954208,2019-06-13 7:00,0,0.405220045
2019-06-11 7:00,1,3,2019-06-12 7:00,0,0.232638203,2019-06-13 7:00,0,0.413255741
2019-06-11 9:00,2,1,2019-06-12 9:00,0,0.430136149,2019-06-13 9:00,0,0.250707256
2019-06-11 12:30,1,1,2019-06-12 12:30,0,0.239693608,2019-06-13 12:30,0,0.239693608
2019-06-11 20:00,1,2,2019-06-12 20:00,0,0.248356232,2019-06-13 20:00,0,0.235190803
2019-06-11 23:00,1,1,2019-06-12 23:00,0,0.253027704,2019-06-13 23:00,0,0.235801513
2019-06-11 23:30,2,2,2019-06-12 23:30,0,0.419718816,2019-06-13 23:30,0,0.229166074
2019-06-12 2:30,1,2,2019-06-13 2:30,0,0.425054529,2019-06-14 2:30,0,0.402426268
2019-06-12 6:30,1,2,2019-06-13 6:30,0,0.421816116,2019-06-14 6:30,0,0.399240541
2019-06-12 11:00,2,3,2019-06-13 11:00,0,0.119882158,2019-06-14 11:00,0,0.218872187
2019-06-12 13:30,1,1,2019-06-13 13:30,0,0.239693608,2019-06-14 13:30,0,0.239693608
2019-06-12 15:30,2,2,2019-06-13 15:30,0,0.222565386,2019-06-14 15:30,0,0.232982037
2019-06-12 20:00,1,2,2019-06-13 20:00,0,0.235190803,2019-06-14 20:00,0,0.235190803
2019-06-13 1:00,1,1,2019-06-14 1:00,0,0.408858562,2019-06-15 1:00,0,0.408858562
2019-06-13 1:30,1,2,2019-06-14 1:30,0,0.402861734,2019-06-15 1:30,0,0.380632768
2019-06-13 5:00,2,1,2019-06-14 5:00,0,0.380464201,2019-06-15 5:00,0,0.380464201
2019-06-13 8:30,1,1,2019-06-14 8:30,0,0.405220045,2019-06-15 8:30,0,0.235802395
2019-06-13 13:00,2,3,2019-06-14 13:00,0,0.238150872,2019-06-15 13:00,0,0.232982037
2019-06-13 16:30,2,2,2019-06-14 16:30,0,0.222565386,2019-06-15 16:30,0,0.238150872
2019-06-13 20:00,2,1,2019-06-14 20:00,0,0.237455684,2019-06-15 20:00,0,0.250706336
2019-06-13 20:30,2,3,2019-06-14 20:30,0,0.229166074,2019-06-15 20:30,0,0.21887135
2019-06-13 23:00,2,1,2019-06-14 23:00,0,0.233588763,2019-06-15 23:00,0,0.223152877
2019-06-13 23:30,2,2,2019-06-14 23:30,0,0.246063604,2019-06-15 23:30,0,0.21887135
2019-06-14 0:00,1,3,2019-06-15 0:00,0,0.402426268,2019-06-16 0:00,0,0.439313255
2019-06-14 2:00,2,1,2019-06-15 2:00,0,0.415210589,2019-06-16 2:00,0,0.423782211
2019-06-14 2:00,1,3,2019-06-15 2:00,0,0.388268694,2019-06-16 2:00,0,0.425054529
2019-06-14 2:30,2,3,2019-06-15 2:30,0,0.359814212,2019-06-16 2:30,0,0.417721168
2019-06-14 2:30,1,3,2019-06-15 2:30,0,0.402426268,2019-06-16 2:30,0,0.425054529
2019-06-14 6:30,2,1,2019-06-15 6:30,0,0.409175189,2019-06-16 6:30,0,0.424879784
2019-06-14 7:00,2,3,2019-06-15 7:00,0,0.396289419,2019-06-16 7:00,0,0.374619915
2019-06-14 9:30,2,2,2019-06-15 9:30,0,0.401438968,2019-06-16 9:30,0,0.218872187
2019-06-14 13:30,1,3,2019-06-15 13:30,0,0.252387114,2019-06-16 13:30,0,0.235190803
2019-06-14 16:30,2,1,2019-06-15 16:30,0,0.237455684,2019-06-16 16:30,0,0.237455684
2019-06-14 23:30,1,3,2019-06-15 23:30,0,0.382569583,2019-06-16 23:30,0,0.248356232
2019-06-14 23:30,2,3,2019-06-15 23:30,0,0.21887135,2019-06-16 23:30,0,0.229166074
2019-06-15 5:00,2,2,2019-06-16 5:00,0,0.242101908,2019-06-17 5:00,0,0.396722653
2019-06-15 5:30,1,3,2019-06-16 5:30,0,0.227553278,2019-06-17 5:30,0,0.377510575
2019-06-15 6:00,1,3,2019-06-16 6:00,0,0.421816116,2019-06-17 6:00,0,0.421816116
2019-06-15 7:30,1,3,2019-06-16 7:30,0,0.404402751,2019-06-17 7:30,0,0.440338885
2019-06-15 20:00,1,3,2019-06-16 20:00,0,0.382569583,2019-06-17 20:00,0,0.240393283
2019-06-15 22:00,1,1,2019-06-16 22:00,0,0.410405567,2019-06-17 22:00,0,0.225295829
2019-06-16 1:30,2,1,2019-06-17 1:30,0,0.401174422,2019-06-18 1:30,0,0.383595769
2019-06-16 11:30,1,3,2019-06-17 11:30,0,0.231350446,2019-06-18 11:30,0,0.411335148
2019-06-16 13:30,1,3,2019-06-17 13:30,0,0.235190803,2019-06-18 13:30,0,0.416544121
2019-06-16 13:30,2,3,2019-06-17 13:30,0,0.222565386,2019-06-18 13:30,0,0.238935182
2019-06-16 18:00,2,1,2019-06-17 18:00,0,0.237455684,2019-06-18 18:00,0,0.390638517
2019-06-16 19:00,2,2,2019-06-17 19:00,0,0.232982037,2019-06-18 19:00,0,0.232982037
2019-06-17 1:00,1,1,2019-06-18 1:00,0,0.394191694,2019-06-19 1:00,0,0.394191694
2019-06-17 1:30,2,2,2019-06-18 1:30,0,0.227719453,2019-06-19 1:30,0,0.230415105
2019-06-17 3:30,2,1,2019-06-18 3:30,0,0.402254318,2019-06-19 3:30,0,0.235662936
2019-06-17 4:00,2,1,2019-06-18 4:00,0,0.229766706,2019-06-19 4:00,0,0.388098864
2019-06-17 7:00,2,1,2019-06-18 7:00,0,0.387253051,2019-06-19 7:00,0,0.407429068
2019-06-17 11:00,1,1,2019-06-18 11:00,0,0.417369949,2019-06-19 11:00,0,0.410406752
2019-06-17 13:30,1,2,2019-06-18 13:30,0,0.410022913,2019-06-19 13:30,0,0.252387114
2019-06-17 14:00,2,3,2019-06-18 14:00,0,0.392401082,2019-06-19 14:00,0,0.222565386
2019-06-17 16:00,2,2,2019-06-18 16:00,0,0.406609182,2019-06-19 16:00,0,0.232982037
2019-06-17 16:30,2,1,2019-06-18 16:30,0,0.390638517,2019-06-19 16:30,0,0.237455684
2019-06-17 18:00,2,1,2019-06-18 18:00,0,0.390638517,2019-06-19 18:00,0,0.237455684
2019-06-17 20:00,2,2,2019-06-18 20:00,0,0.370813601,2019-06-19 20:00,0,0.370813601
2019-06-17 22:30,1,3,2019-06-18 22:30,0,0.404401571,2019-06-19 22:30,0,0.404401571
2019-06-18 2:30,1,1,2019-06-19 2:30,0,0.240302461,2019-06-20 2:30,0,0.386512883
2019-06-18 6:30,2,3,2019-06-19 6:30,0,0.117634533,2019-06-20 6:30,0,0.391781546
2019-06-18 7:00,1,3,2019-06-19 7:00,0,0.418472936,2019-06-20 7:00,0,0.399240541
2019-06-18 7:00,2,1,2019-06-19 7:00,0,0.407429068,2019-06-20 7:00,0,0.402254318
2019-06-18 9:30,1,1,2019-06-19 9:30,0,0.427892912,2019-06-20 9:30,0,0.410844916
2019-06-18 15:00,1,1,2019-06-19 15:00,0,0.239693608,2019-06-20 15:00,0,0.239693608
2019-06-18 15:30,2,3,2019-06-19 15:30,0,0.222565386,2019-06-20 15:30,0,0.222565386
2019-06-18 18:00,1,2,2019-06-19 18:00,0,0.252387114,2019-06-20 18:00,0,0.410022913
2019-06-18 20:30,1,2,2019-06-19 20:30,0,0.235190803,2019-06-20 20:30,0,0.382569583
2019-06-19 1:00,1,1,2019-06-20 1:00,0,0.386512883,2019-06-21 1:00,0,0.408421048
2019-06-19 2:00,1,2,2019-06-20 2:00,0,0.402426268,2019-06-21 2:00,0,0.388268694
2019-06-19 2:30,2,3,2019-06-20 2:30,0,0.359814212,2019-06-21 2:30,0,0.230415105
2019-06-19 3:00,2,3,2019-06-20 3:00,0,0.217471381,2019-06-21 3:00,0,0.119018367
2019-06-19 5:30,1,3,2019-06-20 5:30,0,0.421816116,2019-06-21 5:30,0,0.420232822
2019-06-19 9:00,2,2,2019-06-20 9:00,0,0.401169481,2019-06-21 9:00,0,0.401438968
2019-06-19 10:00,2,2,2019-06-20 10:00,0,0.401438968,2019-06-21 10:00,0,0.401438968
2019-06-19 13:30,2,2,2019-06-20 13:30,0,0.232982037,2019-06-21 13:30,0,0.232982037
2019-06-19 13:30,2,1,2019-06-20 13:30,0,0.237455684,2019-06-21 13:30,0,0.390638517
2019-06-19 15:00,2,3,2019-06-20 15:00,0,0.222565386,2019-06-21 15:00,0,0.222565386
2019-06-19 15:30,2,2,2019-06-20 15:30,0,0.238150872,2019-06-21 15:30,0,0.232982037
2019-06-19 17:00,2,2,2019-06-20 17:00,0,0.232982037,2019-06-21 17:00,0,0.232982037
2019-06-19 22:30,2,3,2019-06-20 22:30,0,0.365816809,2019-06-21 22:30,0,0.373239561
2019-06-19 23:30,1,3,2019-06-20 23:30,0,0.387655328,2019-06-21 23:30,0,0.382569583
2019-06-20 6:30,1,3,2019-06-21 6:30,0,0.385122812,2019-06-22 6:30,0,0.227553278
2019-06-20 8:30,1,1,2019-06-21 8:30,0,0.396154545,2019-06-22 8:30,0,0.410406752
2019-06-20 13:00,1,2,2019-06-21 13:00,0,0.387655328,2019-06-22 13:00,0,0.224704328
2019-06-20 13:30,1,1,2019-06-21 13:30,0,0.239693608,2019-06-22 13:30,0,0.126210816
2019-06-20 17:30,1,1,2019-06-21 17:30,0,0.239693608,2019-06-22 17:30,0,0.126210816
2019-06-20 21:30,1,2,2019-06-21 21:30,0,0.38937239,2019-06-22 21:30,0,0.224704328
2019-06-21 0:00,2,3,2019-06-22 0:00,0,0.375259679,2019-06-23 0:00,0,0.217471381
2019-06-21 0:00,1,3,2019-06-22 0:00,0,0.402426268,2019-06-23 0:00,0,0.402426268
2019-06-21 0:00,2,1,2019-06-22 0:00,0,0.415210589,2019-06-23 0:00,0,0.405447863
2019-06-21 1:30,1,1,2019-06-22 1:30,0,0.408421048,2019-06-23 1:30,0,0.408858562
2019-06-21 8:00,2,2,2019-06-22 8:00,0,0.218872187,2019-06-23 8:00,0,0.119882158
2019-06-21 10:00,1,3,2019-06-22 10:00,0,0.404402751,2019-06-23 10:00,0,0.248357146
2019-06-21 10:30,2,1,2019-06-22 10:30,0,0.223153726,2019-06-23 10:30,0,0.250707256
2019-06-21 13:30,1,2,2019-06-22 13:30,0,0.123493593,2019-06-23 13:30,0,0.252387114
2019-06-21 14:00,2,1,2019-06-22 14:00,0,0.226898184,2019-06-23 14:00,0,0.226898184
2019-06-21 15:00,2,3,2019-06-22 15:00,0,0.222565386,2019-06-23 15:00,0,0.222565386
2019-06-21 23:00,1,1,2019-06-22 23:00,0,0.410405567,2019-06-23 23:00,0,0.235801513
2019-06-22 1:00,2,1,2019-06-23 1:00,0,0.415210589,2019-06-24 1:00,0,0.383595769
2019-06-22 6:00,2,1,2019-06-23 6:00,0,0.229766706,2019-06-24 6:00,0,0.229766706
2019-06-22 6:30,2,3,2019-06-23 6:30,0,0.21522248,2019-06-24 6:30,0,0.225395101
2019-06-22 7:00,1,3,2019-06-23 7:00,0,0.227553278,2019-06-24 7:00,0,0.399240541
2019-06-22 7:30,2,2,2019-06-23 7:30,0,0.119882158,2019-06-24 7:30,0,0.218872187
2019-06-22 9:00,1,1,2019-06-23 9:00,0,0.225296684,2019-06-24 9:00,0,0.123861766
2019-06-22 14:30,1,2,2019-06-23 14:30,0,0.235190803,2019-06-24 14:30,0,0.123493593
2019-06-22 16:00,2,2,2019-06-23 16:00,0,0.222565386,2019-06-24 16:00,0,0.122166258
2019-06-22 18:00,2,1,2019-06-23 18:00,0,0.237455684,2019-06-24 18:00,0,0.226898184
2019-06-22 19:30,1,1,2019-06-23 19:30,0,0.239693608,2019-06-24 19:30,0,0.229066498
2019-06-23 4:00,1,2,2019-06-24 4:00,0,0.244369589,2019-06-25 4:00,0,0.421816116
2019-06-23 6:00,2,1,2019-06-24 6:00,0,0.229766706,2019-06-25 6:00,0,0.424879784
2019-06-23 8:30,2,3,2019-06-24 8:30,0,0.401169481,2019-06-25 8:30,0,0.387293616
2019-06-23 9:00,2,1,2019-06-24 9:00,0,0.407429068,2019-06-25 9:00,0,0.430136149
2019-06-23 12:00,1,1,2019-06-24 12:00,0,0.229066498,2019-06-25 12:00,0,0.239693608
2019-06-23 12:30,1,2,2019-06-24 12:30,0,0.123493593,2019-06-25 12:30,0,0.235190803
2019-06-23 13:30,2,1,2019-06-24 13:30,0,0.226898184,2019-06-25 13:30,0,0.237455684
2019-06-23 14:30,1,1,2019-06-24 14:30,0,0.126210816,2019-06-25 14:30,0,0.126210816
2019-06-23 21:00,2,3,2019-06-24 21:00,0,0.21887135,2019-06-25 21:00,0,0.122166258
2019-06-23 23:30,1,3,2019-06-24 23:30,0,0.23649336,2019-06-25 23:30,0,0.231349575
2019-06-24 1:30,1,2,2019-06-25 1:30,0,0.425054529,2019-06-26 1:30,0,0.246827262
2019-06-24 2:00,2,3,2019-06-25 2:00,0,0.399198209,2019-06-26 2:00,0,0.217471381
2019-06-24 3:00,1,3,2019-06-25 3:00,0,0.425054529,2019-06-26 3:00,0,0.402861734
2019-06-24 8:00,2,1,2019-06-25 8:00,0,0.393211303,2019-06-26 8:00,0,0.421530026
2019-06-24 9:00,1,1,2019-06-25 9:00,0,0.410406752,2019-06-26 9:00,0,0.253028629
2019-06-24 9:00,2,1,2019-06-25 9:00,0,0.430136149,2019-06-26 9:00,0,0.250707256
2019-06-24 9:30,2,1,2019-06-25 9:30,0,0.122531027,2019-06-26 9:30,0,0.250707256
2019-06-24 13:30,2,1,2019-06-25 13:30,0,0.237455684,2019-06-26 13:30,0,0.390638517
2019-06-24 15:00,1,1,2019-06-25 15:00,0,0.126210816,2019-06-26 15:00,0,0.239693608
2019-06-24 15:00,1,3,2019-06-25 15:00,0,0.123493593,2019-06-26 15:00,0,0.252387114
2019-06-24 15:30,1,2,2019-06-25 15:30,0,0.123493593,2019-06-26 15:30,0,0.235190803
2019-06-24 19:00,2,3,2019-06-25 19:00,0,0.122166258,2019-06-26 19:00,0,0.122166258
2019-06-24 19:30,2,2,2019-06-25 19:30,0,0.122166258,2019-06-26 19:30,0,0.122166258
2019-06-24 19:30,2,1,2019-06-25 19:30,0,0.226898184,2019-06-26 19:30,0,0.124858436
2019-06-24 22:30,2,2,2019-06-25 22:30,0,0.229166074,2019-06-26 22:30,0,0.365816809
2019-06-25 0:00,2,2,2019-06-26 0:00,0,0.119018367,2019-06-27 0:00,0,0.237445889
2019-06-25 1:30,2,3,2019-06-26 1:30,0,0.217471381,2019-06-27 1:30,0,0.217599869
2019-06-25 5:30,2,2,2019-06-26 5:30,0,0.225395101,2019-06-27 5:30,0,0.235052475
2019-06-25 6:30,2,1,2019-06-26 6:30,0,0.229766706,2019-06-27 6:30,0,0.239553461
2019-06-25 9:00,2,2,2019-06-26 9:00,0,0.246064512,2019-06-27 9:00,0,0.401169481
2019-06-25 11:00,2,2,2019-06-26 11:00,0,0.401438968,2019-06-27 11:00,0,0.235052475
2019-06-25 15:00,2,2,2019-06-26 15:00,0,0.232982037,2019-06-27 15:00,0,0.238935182
2019-06-25 15:30,2,2,2019-06-26 15:30,0,0.232982037,2019-06-27 15:30,0,0.122166258
2019-06-25 23:30,1,1,2019-06-26 23:30,0,0.229066498,2019-06-27 23:30,0,0.379531039
2019-06-26 2:00,1,2,2019-06-27 2:00,0,0.393381932,2019-06-28 2:00,0,0.219704577
2019-06-26 10:30,2,2,2019-06-27 10:30,0,0.245660812,2019-06-28 10:30,0,0.235052475
2019-06-26 11:30,1,1,2019-06-27 11:30,0,0.396154545,2019-06-28 11:30,0,0.241804887
2019-06-26 14:30,1,2,2019-06-27 14:30,0,0.224835862,2019-06-28 14:30,0,0.123493593
2019-06-26 16:30,2,3,2019-06-27 16:30,0,0.370813601,2019-06-28 16:30,0,0.122166258
2019-06-26 17:00,2,3,2019-06-27 17:00,0,0.238935182,2019-06-28 17:00,0,0.232982037
2019-06-26 19:00,1,3,2019-06-27 19:00,0,0.24118264,2019-06-28 19:00,0,0.224704328
2019-06-27 5:00,2,2,2019-06-28 5:00,0,0.382209653,2019-06-29 5:00,0,0.382209653
2019-06-27 5:30,1,2,2019-06-28 5:30,0,0.390221048,2019-06-29 5:30,0,0.385122812
2019-06-27 7:00,2,3,2019-06-28 7:00,0,0.219001272,2019-06-29 7:00,0,0.365817945
2019-06-27 8:00,1,2,2019-06-28 8:00,0,0.390221048,2019-06-29 8:00,0,0.427062722
2019-06-27 8:30,2,1,2019-06-28 8:30,0,0.250298467,2019-06-29 8:30,0,0.407158295
2019-06-27 8:30,1,3,2019-06-28 8:30,0,0.390221048,2019-06-29 8:30,0,0.422719917
2019-06-27 10:00,2,3,2019-06-28 10:00,0,0.235052475,2019-06-29 10:00,0,0.245660812
2019-06-27 10:00,2,2,2019-06-28 10:00,0,0.235052475,2019-06-29 10:00,0,0.401169481
2019-06-27 12:30,1,3,2019-06-28 12:30,0,0.373692441,2019-06-29 12:30,0,0.255275505
2019-06-27 13:30,2,1,2019-06-28 13:30,0,0.124858436,2019-06-29 13:30,0,0.412623247
2019-06-27 14:00,1,2,2019-06-28 14:00,0,0.123493593,2019-06-29 14:00,0,0.423707238
2019-06-27 19:30,1,1,2019-06-28 19:30,0,0.126210816,2019-06-29 19:30,0,0.379531039
2019-06-28 1:00,2,3,2019-06-29 1:00,0,0.121288799,2019-06-30 1:00,0,0.217599869
2019-06-28 1:00,1,1,2019-06-29 1:00,0,0.399332015,2019-06-30 1:00,0,0.399332015
2019-06-28 3:00,2,2,2019-06-29 3:00,0,0.217599869,2019-06-30 3:00,0,0.363914819
2019-06-28 18:00,1,3,2019-06-29 18:00,0,0.395342211,2019-06-30 18:00,0,0.423707238
2019-06-28 20:30,1,3,2019-06-29 20:30,0,0.251976507,2019-06-30 20:30,0,0.395342211
2019-06-28 21:30,1,2,2019-06-29 21:30,0,0.395342211,2019-06-30 21:30,0,0.24118264
2019-06-28 22:00,1,2,2019-06-29 22:00,0,0.395342211,2019-06-30 22:00,0,0.395342211
2019-06-28 23:00,2,2,2019-06-29 23:00,0,0.370813601,2019-06-30 23:00,0,0.233993964
2019-06-29 1:30,1,2,2019-06-30 1:30,0,0.219704577,2019-07-01 1:30,0,0.393381932
2019-06-29 3:00,2,3,2019-06-30 3:00,0,0.119018367,2019-07-01 3:00,0,0.119018367
2019-06-29 6:00,1,1,2019-06-30 6:00,0,0.405220045,2019-07-01 6:00,0,0.391028499
2019-06-29 7:30,2,1,2019-06-30 7:30,0,0.409880083,2019-07-01 7:30,0,0.407158295
2019-06-29 10:30,1,1,2019-06-30 10:30,0,0.241804887,2019-07-01 10:30,0,0.225428464
2019-06-29 14:30,2,1,2019-06-30 14:30,0,0.398346072,2019-07-01 14:30,0,0.237455684
2019-06-29 17:30,1,3,2019-06-30 17:30,0,0.24118264,2019-07-01 17:30,0,0.123493593
2019-06-29 18:30,2,1,2019-06-30 18:30,0,0.42243599,2019-07-01 18:30,0,0.237455684
2019-06-29 21:30,2,3,2019-06-30 21:30,0,0.246349762,2019-07-01 21:30,0,0.119881642
2019-06-29 22:30,1,3,2019-06-30 22:30,0,0.251976507,2019-07-01 22:30,0,0.427061525
2019-06-30 3:00,1,3,2019-07-01 3:00,0,0.439313255,2019-07-02 3:00,0,0.388268694
2019-06-30 3:30,2,1,2019-07-01 3:30,0,0.235662936,2019-07-02 3:30,0,0.402254318
2019-06-30 5:00,2,3,2019-07-01 5:00,0,0.231212823,2019-07-02 5:00,0,0.231212823
2019-06-30 8:00,1,1,2019-07-01 8:00,0,0.388462015,2019-07-02 8:00,0,0.433158478
2019-06-30 18:00,1,3,2019-07-01 18:00,0,0.123493593,2019-07-02 18:00,0,0.235190803
2019-06-30 19:30,1,2,2019-07-01 19:30,0,0.123493593,2019-07-02 19:30,0,0.123493593
2019-06-30 20:00,1,1,2019-07-01 20:00,0,0.126210816,2019-07-02 20:00,0,0.126210816
2019-07-01 0:30,2,3,2019-07-02 0:30,0,0.381149256,2019-07-03 0:30,0,0.217599869
2019-07-01 9:00,1,3,2019-07-02 9:00,0,0.422719917,2019-07-03 9:00,0,0.418472936
2019-07-01 16:30,1,2,2019-07-02 16:30,0,0.235190803,2019-07-03 16:30,0,0.235190803
2019-07-01 20:30,2,1,2019-07-02 20:30,0,0.376634268,2019-07-03 20:30,0,0.398346072
2019-07-05 0:30,1,1,2019-07-06 0:30,0,0.223866544,2019-07-07 0:30,0,0.125308453
2019-07-05 1:30,2,1,2019-07-06 1:30,0,0.232122631,2019-07-07 1:30,0,0.123964371
2019-07-05 5:30,1,1,2019-07-06 5:30,0,0.231954208,2019-07-07 5:30,0,0.123861766
2019-07-05 5:30,2,2,2019-07-06 5:30,0,0.374619915,2019-07-07 5:30,0,0.225395101
2019-07-05 7:00,2,1,2019-07-06 7:00,0,0.37160651,2019-07-07 7:00,0,0.239553461
2019-07-05 9:30,1,3,2019-07-06 9:30,0,0.121188103,2019-07-07 9:30,0,0.121188103
2019-07-05 15:00,1,2,2019-07-06 15:00,0,0.123493593,2019-07-07 15:00,0,0.224704328
2019-07-05 15:30,2,3,2019-07-06 15:30,0,0.122166258,2019-07-07 15:30,0,0.122166258
2019-07-05 20:00,2,1,2019-07-06 20:00,0,0.124858436,2019-07-07 20:00,0,0.124858436
2019-07-05 20:30,1,1,2019-07-06 20:30,0,0.126210816,2019-07-07 20:30,0,0.126210816
2019-07-05 21:00,1,2,2019-07-06 21:00,0,0.123493593,2019-07-07 21:00,0,0.224704328
2019-07-06 1:00,2,2,2019-07-07 1:00,0,0.121288799,2019-07-08 1:00,0,0.121288799
2019-07-06 1:30,1,2,2019-07-07 1:30,0,0.122607932,2019-07-08 1:30,0,0.122607932
2019-07-06 4:30,2,3,2019-07-07 4:30,0,0.119882158,2019-07-08 4:30,0,0.119882158
2019-07-06 8:30,1,1,2019-07-07 8:30,0,0.225428464,2019-07-08 8:30,0,0.123861766
2019-07-06 12:30,1,2,2019-07-07 12:30,0,0.235190803,2019-07-08 12:30,0,0.235190803
2019-07-06 13:30,1,3,2019-07-07 13:30,0,0.123493593,2019-07-08 13:30,0,0.252387114
2019-07-06 14:00,1,3,2019-07-07 14:00,0,0.123493593,2019-07-08 14:00,0,0.252387114
2019-07-06 17:00,1,3,2019-07-07 17:00,0,0.123493593,2019-07-08 17:00,0,0.224704328
2019-07-06 17:00,2,1,2019-07-07 17:00,0,0.124858436,2019-07-08 17:00,0,0.124858436
2019-07-06 19:00,1,3,2019-07-07 19:00,0,0.123493593,2019-07-08 19:00,0,0.123493593
2019-07-06 19:00,2,2,2019-07-07 19:00,0,0.122166258,2019-07-08 19:00,0,0.122166258
2019-07-06 21:00,2,2,2019-07-07 21:00,0,0.222565386,2019-07-08 21:00,0,0.122166258
2019-07-07 0:00,1,1,2019-07-08 0:00,0,0.125308453,2019-07-09 0:00,0,0.125308453
2019-07-07 1:00,2,3,2019-07-08 1:00,0,0.121288799,2019-07-09 1:00,0,0.121288799
2019-07-07 3:00,2,3,2019-07-08 3:00,0,0.121288799,2019-07-09 3:00,0,0.119018367
2019-07-07 6:00,2,2,2019-07-08 6:00,0,0.117634533,2019-07-09 6:00,0,0.21522248
2019-07-07 7:30,1,2,2019-07-08 7:30,0,0.121188103,2019-07-09 7:30,0,0.121188103
2019-07-07 8:30,1,2,2019-07-08 8:30,0,0.121188103,2019-07-09 8:30,0,0.121188103
2019-07-07 9:30,1,2,2019-07-08 9:30,0,0.121188103,2019-07-09 9:30,0,0.121188103
2019-07-07 13:00,2,1,2019-07-08 13:00,0,0.237455684,2019-07-09 13:00,0,0.237455684
2019-07-07 15:30,1,3,2019-07-08 15:30,0,0.123493593,2019-07-09 15:30,0,0.224704328
